no|title|text|senti_value
10132|Semprul olx|Yg buat olx itu edan ,gmn bisa cari barang atau jual barang.nomer penjual aja tidak ada.lokasi juga cuma disekitarnya.wis tutup aja olx klau tidak bisa seperti dulu.juga ga ada fungsinya ini aplikasi malah bikin lemot hp aja. Ayo pda dihapus olx nya biar bangkrut sekalian.aplikasi sudah bagus bagus malah dibuat susah sebelum diluncurkan itu dicoba dulu itu si pembuatnya bisa ga hubungin penjual dan cari barang di lokasi ya lain. Klau ada komplain itu buat masukan jangan cuma diliat aja.....|1
10133|Sangat buruk|Tidak user friendly. Buruuuuuuk.|1
10134|SANGAT TIDAK BERGUNA|Kami user butuh kemudahan dalam menjual dan membeli, kami tidak butuh tampilan yg menarik, fitur A,B dan lain2, JIKA TIDAK DIUBAH, MUNGKIN INI TERAKHIR X SAYA GUNAKAN OLX, SAYA AKAN CARI APLIKASI BARU YANG LEBIH BAIK LAGI, MUDAH, CEPAT, DAN TEPAT|1
10135|OLX GAGAL|Tampilan berubah, sangat merugikan penjual dan pembeli. . KALO GINI TERUS, OLX BAKAL BUBAR, AKAN ADA SITUS JUAL BELI BARU, SAYA TUNGGU BANGKRUTNYA|1
10136|Meyusahkan ,lebih baik tampilan OLX yg sebelum nya|Tampilan OLX nya tidak nyaman ,tidak muncul nomer contatc person jadi membuat banyak waktu terbuang,kotak messenger yg tidak berguna bagi seller/ buyer krn tidak selalu online.dan pengaturan berdasarkan jarak ....pokok nya kembali aja lah ke OLX yng kemarin ....|1
10139|bagusan yang dulu sebelum update terbaru.|Lokasi bagus yang dulu. Kalo liat iklan satu aja harus loading beberapa kali.. Bagusan yang dulu begitu klik olx iklan gbr, dengan keterangan langsung terlihat. Terpaksa harus uninstall.....terlalu rumit nggak simple seperti dulu.|1
10140|Mengecewakan|Desain all new olx baik aplikasi mobile maupun web sangat susah untuk dioperasikan.Tidak user friendly.Fitur lokasi yang baru juga bagi saya justru lebih rumit dalam mencari lokasi yang user inginkan.Boleh dibilang kesan simple,mudah, dan praktis pada olx sekarang sudah hilang.|1
10141|All new OLX menyulitkan pengguna, lebih bagus versi yg sebelumny|Perusahaan yg memfasilitasi para penjual dan pembeli, OLX versi lama lebih user friendly. Bagi calon pembeli sangat dimudahkan dlm mencari barang yg diinginakan.|2
10142|the all new olx ribeetttnya minta ampun !!|diupdate menjadi the all new olx bukan malah semakin memudahkan pengguna situs olx namun semakin membuat pusing ! karena semakin ribet|1
10143|pencarian berdasar lokasi gagal lock|dengan pencarian baru berdasar lokasi jadi lebih ribet, karena posisi saya di jogja tapi di olx lock nya di surabaya. saya cek via google map normal. saya jadi tdk bisa cari iklan di daerah saya. kemarin juga sempet mau liat barang di tempat pengiklan jadi lama karena ga tau no hp nya. respon chat via olx nya lama. saya lebih suka old olx karena simple, saya dapat menemukan apa yang saya cari dengan cepat dan akurat.|1
10144|kembalikan Fitur OLX ke model lama|Saya pengguna OLX sejal olx ini ada, dengan fitur yg baru ini malah menyulitan, kenapa pakai searching area 5km segingga sayabtdk bs cr di area diluar itu...menunya tidak enak, jf sama saja dengan aplikasi belanja OL lain yg sayavtd pernah mau pakai...MENGECEWAKAN|1
10145|Menjengkelkan|Harapan pedagang adalah kemudahan memajang dan mempromosikan produk yang dijual nya. Banyak perubahan drastis dalam olx ,namun drastis nya pakai nyesek. Main tolak..main tolak. Padahal saya sudah menjadi member sejak 2011. Kini saya bisa menemukan harapan saya di marketplace lain dan bukan olx .|1
10146|Bikin Puyeng|Ini tim design nya sapa ya,,,|1
10147|buladig abisssss|Lieurrr lah pokonamah....gaya weh diheulakeun...|1
10149|Bingunh|Olx yg baru gak ada contac person yg bisa dihubungi..jd lbh ribet..|1
10150|Olx|Olx yg sekarang Aneh menyusahkan dan memberikan hal hal rumit sehingga mengulang minat|1
10153|Buruk|Ribet dan gak aman...!!!!!|2
10154|Sangat*****!!!|kembaikan olx fersi yang lama|1
10155|sangat kecewa|olx baru sungguh bikin kecewa dan mangkel,sulit,ribet dsb..padahal saya sejak dulu sangat mengandalkan olx dan sekarang dengan berat hati mungkin akan melupakan olx bila tidak diperbaiki atau minimal kembalikan saja ke versi yang lama.|2
10156|Tolong kembalikan versi lama|Tolong kembalikan versi lama|1
10161|Tampilan OLX|Tampilan olx yg lama lebih memudahkan review iklan2nya. Lebih baik dikembalikan spt model lama.|2
10162|Kecewa|Seperti membunuh orang lg belajar usaha dagang online|1
10163|Tai|Olx sekarang kaya taai, bangsad, annjing, ribett. . Balikin kaya dulu WOY!!!!!!|1
10164|1 minggu tidak di kembalikan ke versi lama uninstall aja|Cari lokasi sulit karena oakai gps, padahal kami pembeli butuhnya perwilayah, no hp penjual ngak muncul, kalo via chat susah dan ngak ada di balas|1
10165|lebih lama|situs sekarang menjadi lebih rumit dari sebelumnya,, tidak sederhana seperti dulu, yang lebih cepat jadi lebih menghemat data daripada sekarang terlalu banyak fitur dan lebih lama jadi waktu yang dihabiskan untuk memasang 1 iklan memakan lebih banyak waktu dan lebih banyak kuota internet yang dipakai. Menurut saya lebih menyusahkan seperti harus mengaktifkan lokasi dahulu pada handphone.|2
10166|Pembaruan aplikasi olx sangat mengecewakan ,lbh baik aplikasi la|Mohon aplikasiny di kembalikan ke yg versi lama|1
10170|super duper*****|membingungkan... apalagi bagi yg online via kuota bisa abis kuota cm buat refresh|1
10171|Useless|App olx yg baru gak ada nomor hp penjual..|1
10172|JELEK|Menyusahkan pengguna. Pembeli dan penjual sama repotnya :-(|1
10173|New OLX merupakan sebuah kemunduran|Jika tidak ingin ditinggalkan user2 olx, mohon segera diperbaiki sistem yang sekarang, kalo tidak bisa, mending dibalikin saja seperti yang dulu|1
10174|Very bad OLX version ever!!! Saya mau olx versi lama|"Halo OLX? Saya menyesal upgrade ke versi yg baru, karena bukannya lebih bagus,lebih menarik, lebih simpel,lebih fun, tapi justru sebaliknya. 1. Tampilan kali ini sangat buruk, jauh dari ciri khas olx seperti versi sebelumnya 2. Lebih rumit dan ribet pasang iklan, tidak seperti versi sebelumnya 3. Transaksi tidaklah praktis karena saya sbg ""trusted seller"" yg terbuka selalu mencantumkan nmr HP yg telah verified, saya bs dihuhungi 24jam utk fast response. Sedangkan fitur chat sekarang mnrt saya fail, karena baik seller maupun buyer kurang komunikatif 4. Fitur gps apa gunanya kalau tdk otomatis/akurat? Harus setting manual utk presisi. Lebih baik ketik lokasi manual...orang lebih familiar 5. Default kondisi barang tdk dikasih option baru atau bekas, begitu kita pasang iklan munculnya bekas harus edit manual setelah tayang. Tentu merugikan bagi seller yg menjual barang baru 6. Utk pencarian sesuatu dalam berbagai kategori tidaklah lebih fun/lebih mudah...malah membingungkan, please g usah ngikut2 situs sebelah, lebih bagus olx yg dulu 7. Tolong semua saran&kritik yg membangun dipertimbangkan lg. Sebagai situs jual beli populer di Indonesia dg reputasi yg bagus, saya harap ke depannya semakin baik. Terimakasih."|1
10175|Kayak Tai|Kayak tai, Bagus dan praktis dl, tinggal di tambahkan andmin utk transaksi Rekber yg aman|1
10180|Lazada|Sebelum order di website tidak ada tulisan stock habis, tapi setelah proses pembayaran 2 hari kemudian barang datang dengan jumlah tidak sesuai pesanan. Bahkan CS nya tidak mengupdate, karena pada akhirnya saya yang harus bertanya dahulu. Kecewa beli di Bilna, slow respon juga CS nya.|2
10181|Order barang tidak datang|Setelah saya hubungi cs bilna/orami berkali2, baru ketahuan bahwa orderan barang saya terselip, sehingga barang saya baru tiba sebulan kemudian. sebaiknya bilna/orami tutup saja dan ganti usaha lain.|1
10182|jualan barang no stock|Orami.com: Order # 100661240. order barang ternyata dibatalkan sepihak karena tidak ada stok barang. ternyata bilna hanya dropship saja. tidak pernah stok barang. yang saya sesalkan barang saya dibatalkan namun masih dijual di websitenya dengan harga mahal.|1
10183|sekarang bukan jualan barang ibu dan bayi lagi|dulu jd ecommerce kesayangan sy krn jual barang ibu dan anak dan fokus pd diskon ibu dan anak. sering bagi2 voucher 300-100. bahkan (DULU) hrg popok dan susu sblm diskon itu sudah lbh murah dr pada pasaran. skrg ancur. harga di MARK UP gila2an . popok mamypoko dr 76rb jd 93rb. vouchernya pun skrg ga bisa untuk popok dan susu. buat saya sih bye aja bilna.|2
10184|REFUND TIDAK MASUK-MASUK...PENIPUAN DARI BILNA|Saya berbelanja di Bilna saat valentine dengan membeli 2 buah samsung galaxy j5 yang akan dipakai saya dan pasangan saya. Setelah +/-3 hari tidak ada kabar dan status pesanan masih diproses, saya memutuskan untuk menelp cs bilna, dan dijawab bahwa perlu ada verifikasi kartu kredit, saya bilang tidak ada pemberitahuan mengenai hal ini, dari mereka bilang sudah kirim email, saya bilang belum ada, namun setelah hal tersebut email dikirimkan kembali, saya kembali menanyakan dari verifikasi kapan brg akan sy terima, dari CS menjawab kurang lebih 1 minggu, karena saya ingin segera memberikan brg tsb sebagai hadiah maka saya memilih untuk refund dan membeli brg langsung di samsung store. DAri CS bilna menjanjikan dana akan dikembalikan paling lambat 14 hari kerja sejak laporan diproses. namun sampai sekarang dana belum kembali juga. BAGAIMANA INI BILNA?????? SUDAH 2 KALI EMAIL NAMUN TIDAK DIBALAS..CS JUGA SUSAH DIHUBUNGI !!! SAYA MEREKOMENDASIKAN UNTUK TIDAK BERBELANJA DI BILNA !!!!|1
10185|Jualan tapi tidak punya barang|Orami lebih buruk dari Bilna yang dulu,sekarang belanja yang tertera di WEB dapat dibeli akan tetapi setelah beberapa hari baru di email bahwa barang menunggu dari pihak supplier ehhh ke esokan hari nya di email lagi bahwa barang tidak tersedia,masa orang belanja sudah bayar hanya diberika solusi dengan mudah yaitu proses REFUND,ORAMI SOLUTION CENTER yang bodoh itu hanya memberikan solusi REFUND tanpa ada upaya maksimal untuk mengadakan barang yang sudah dibeli dan dibayar #JariTengah|1
10186|Pelayanan Orami sangat buruk!|Dari 11 order hanya 3 order yg ditangani serius. Kapok.|2
10187|SANGAT BURUK|Delivery sangat buruk karena dikatakan menggunakan courier internal tp tidak bisa memberikan kepastian kapan barang diterima. Seharusnya jika menggunakan resources internal dapat lebih mudah terpantau|1
10188|Jangan pernah beli di orami|Saya beli eyeliner gel ga bisa dipakai. Kering. Jadi sia2 keluar duit dapet barang rusak. kecewa banget|1
10189|Barang dibilang sudah diterima padahal saya tidak pernah terima|Order barang sejak 12 Desember 2016, kok ga dikirim-kirim. Tiap hari tanya ke care centernya tp jawabannya ga jelas. Tanggal 20 kemarin tanya lagi katanya masih proses kirim. Eh hari ini tanya lagi katanya sudah diterima a.n. Silvy tgl 20. Itu siapa? Gue? Gue mah Sylvi dan belum terima. Kan udah tanya jg pas tgl 20, katanya masih proses. Merasa ditipuuuu. Cukup sekali aja lah belanja di sini|1
10190|Online shop penipu|Online shop penipu. Order barang sejak tanggal 2 Desember 2016 tapi tidak pernah sampai hingga saat ini (23 Desember 2016). CS tidak membantu. Pelayanan sangat buruk. Sangat tidak profesional.|1
10191|Pengiriman lama & jawaban para csnya beda2|Orderan udah lewat estimasi, tapi yg bikin makin kecewa kenapa tiap komplain jawaban CSnya selalu beda2, CS A bilang sedang dalam proses pengemasan, CS B sudah dalam antrian pengiriman, CS C sedang dalam proses pengemasan, gitu terus. Kemarin udah cukup lega katanya sudah dalam antrian pengiriman, tapi barusan nanya lagi via live chat & telepon ternyata masih dalam proses pengemasan, ya tuhan. Bilangnya sih iya akan dimaksimalkan prosesnya, tapi kenyataannya sampe sekarang orderan sy kaya jalan di tempat. Nggak lagi2 deh belanja di orami, percuma juga kalo banyak promo menarik tapi pengirimannyaa bener2 nguji kesabaran.|1
10192|22 hari penantian tp berujung pada pembatalan|Tgl 31 nov 2016 saya ada order electrolux rice cooker di orami.co.id dengan nomor order 101017619, bbrp hari sekali saya tanya ke cs soal status orderan saya.. jawaban selalu sama, sedang diproses oleh buyer orami kepada supplier, waktu pengiriman 3-14 kerja. Dari awal saya uda mengerti klo brg tdk ready stock di orami.. saya jg browsing klo supplier brg tersebut ada di jkt juga.. saya pikir, brp lama sih untuk proses pesan dan antar antar jakarta doank, jd lah saya beli.. stlh ditanya soal progress nya, pihak orami sempat menghubungi saya blg klo mrk perlu waktu utk memprosesnya, apa saya bersedia menunggu atau mau di refund aja dananya.. saya jawab iya gpp saya tunggu aja.. tp sampai hari ini, 21 desember 2016 tdk ada pergerakan status orderan.. saya chat lg ama cs nya, dan dibilang brg nya kosong dr suppliernya, dana akan di refund dalam waktu 14 hari kerja! Orami mau jualan atau cm butuh dana pinjaman dari pembeli yaa? Tolong profesional sedikit.. knapa mesti saya yg nanya br ada jawaban? Knapa bukan kalian langsung hub saya ketika tau brg tdk ada? Trus segampang itu bilang refund setelah selama ini ditungguin! Proses balik dana jg 14 hari kerja.. blom dipotong sabtu, minggu dan liburan... CANTIKKKK BANGET JUALANNYA... Tolong segera void tagihan kartu kredit saya! Uda masuk di tagihan saya yg bulan ini tuh transaksi.. saya ga mau ngancem apa2, tp saya bukan org yg diam saja klo diperlakukan tdk adil. Saya tunggu pengembalian limit kartu saya! Elda|1
10193|pengiriman lama|Saya pesan hari selasa tgl 13 desember 2016 saat harbonas. pembayaran langsung memakai virtual account, tapi sampai hari ini tanggal 21 desember 2016 barang belum sampai di tempat, padahal rumah saya masih jabodetabek. Katanya pengiriman sudah di cibinong bogor dari tgl 16 desember tapi sudah 5 hari masih belum sampai... beberapa kali beli disini baru kali ini pengirimannya parah sekali|2
10194|Jelek|Pengiriman lama bgt..|1
10195|Payaaaaaaah !!!!|Pesan Rice cooker cosmos dr tgl 25 November sampai skrg tgl 13 Desember status msh proses, hampir setiap hari sy telp ke CS jawabannya koordinasi terus.. disuruh tunggu terus.. sy sudah bayar pakai credit card,, sangat-sangat kecewa.. mau refund punn harus tunggu 2 minggu.. ga tau benran kembali atau ngga uang sy.. -_- kecewa bgt sm orami...|1
10196|Pengiriman sangat lamaaaa...dan CS kurang dpt membantu...|Sebenarnya Orami sebagai perbaikan dari Bilna bisa setara dengan online shop besar lainnya karena banyak program termasuk promo diskon dan produk-produk bagus yang spesifik ke dunia anak dan ibu sudah cukup baik. Hanya saja manajemen order dan pengiriman ke pelanggan terlalu lama. Saya pribadi beberapa kali order dan seringkali proses pengiriman lamaa sekali sampai ke tangan. Dan setelah telepon CS beberapa kali juga tampak tidak ada usaha untuk mengatasi permasalahan dengan baik, terkesan hanya melempar tanggung jawab saja ke bagian internal dan kurir. Bandingkan dengan online shop besar lainnya yang proses pengirimannya segera meskipun jenis barangnya pun jauh lebih banyak. Kalau anda ingin order produk Orami dengan segera, terutama customer luar kota jabodetabek sebaiknya pertimbangkan waktu terlebih dahulu... kecuali anda tidak membutuhkan kedatangan barang di waktu normal. Sekian semoga ke depannya lebih baik lagi dan semoga bermanfaat. Makasih.|1
10197|Promo menipu|Sangat kecewa dan merasa tertipu dengan promo besar yang diberikan oleh Orami/Bilna. Saya order 6 unit barang. Sebelum membayar, saya sudah menghubungi call center orami dan tidak diberitahu bahwa barang tidak tersedia. Setelah dibayar, besokannya semua pesanan saya di cancel dengan alasan barang tidak tersedia dan uang akan di refund 5-7 hari kerja (Sabtu/Minggu/Hari Libur Nasional tidak di hitung). Sangat, sangat kecewa..|1
10198|PARAH|transaksi dr tgl 28 september 2016, sampai hari ini 13 october brg blm kunjung tiba, 2 hari sekali saya ttanya cs, jawaban hanya sedang dalam proses pengiriman,, tgl 10oct16 sy tlp katanya sudah proses kirim , tgl 12 saya tanya lagi katnya sudah dikirim dan dijanjikan akan sampai hari itu, lama2 habis sdh kesabaaran saya, saya tlp lagi tgl 13oct16, dngan Lily dan Hari (SPV katanya), ternyata masih di warehouse dan blm kirim!! bener2 saya udah muak sama proses pengiriman yg sangat lama, jawaban tdk solutif, saya sudah sangat rugi waktu,materil, dan saya minta ganti rugi!! saya udah berbelanja di bilna/orami sdh cukup lama, kendala jg ada, tp tdk pernah sampai separah ini,, komplen saya hanya di ulur2 tanpa kejelasan, dan tidak ada kepastian!!!!|1
10199|verifikasi pembayaran pakai Credit Card.. LAMAAAAAAAAAAAA|order status di-pendingnya lama bangetttttttttt padahal bayarnya online pakai kartu kredit.|2
10204|njs|sudi najis|1
10214|saya baru saja mencoba|Saya belum tau bagaimana pelayanan blibli.com|2
10217|males blanja disini|j|1
10234|BAD MARKETPLACE|kendala ongkir cuman beda 4000 aja harus menyertakan bukti fisik, sedangkan saya sebagai penjual tidak diberi bukti fisik oleh agen, hanya d sms resinya. tapi toped tidak mau tahu. ya sudahlah. ga penting. hati2 aja buat penjual yg biasanya resinya pake dsms kurir dan yg tiba2 dminta upload bukti fisik krn perbedaan ongkir. saya ga pernah teliti menyimpan semua resi, hanya beberapa.|2
10235|top up gagal|saya sudah transfer uang hanya selisih 2 jam setelah kode transaksi dan kode unik sudah jadi, namun dana tidak masuk saldo dan setelah konfirmasi ke customers service silahkan anda transaksi lagi dan konfirmasi ke kami, nah kalau kami transaksi uangnya sisa di kembalikan, masuk saldo, / hangus. pengalam pertama yang buruk|1
10236|Cuatomer service buruk sekali|Saya melakukan transaksi lewat tokopedia pda tgl 8-02, saya trnsfer tgl 09-02 saya lupa.konfirmasi sampai tgl 12-02 n trnsaksi dibatalkan. Pdahal jelas tokopedia katanya checking otomatis ternyata enggak. Lalu saya komplain.kmna uang saya pergi ? Knpa gk masuk k saldo . Saya komplai.k custmservis tgl 12-02 dan dberikan jawaban baku katanya masih dicek. Sampai tanggal 03-03 jawaban tokopedia gitu terus. Hallo tokopedia bukannya diselesaikan malah jawabannya masih dichek. Padahal saya sudah kirim bukti trnsfer sebanyak 2x dan memasukan no rek n nama nya yg buat trnsaksi. Sumpah dibikin males.belanja pakai tokopedia. Pelayanan buruk|1
